Document,comment,stemming_str,sentiment,tfidf
ulasan 5049,Dan Bjorka kemarin baru membocorkan 341ribu data anggota polri usai dugaan salah tangkap😅,bjorka kemarin bocor ribu data anggota polri duga salah tangkap,negatif,duga:0.4114; ribu:0.3885; anggota:0.3864; bocor:0.3628; kemarin:0.3458; polri:0.2857; data:0.2690; salah:0.2450; tangkap:0.2011; bjorka:0.1578
ulasan 5050,"pasti menit menit awal, 1 kamera blom kerecord yaa kwkw",menit menit kamera kerecord ya kwkw,positif,menit:0.6036; kerecord:0.4871; kwkw:0.4496; kamera:0.3947; ya:0.2011
ulasan 5051,gue paling suka klo Ipang lazuardi udah speak up gini eheehe,gue suka kalo ipang lazuardi speak up eheehe,netral,eheehe:0.4486; speak:0.4283; ipang:0.4283; lazuardi:0.4283; up:0.3086; suka:0.2796; gue:0.1996; kalo:0.1874
ulasan 5052,Memalukan..,malu,netral,malu:1.0000
ulasan 5053,panggil pace komputer,panggil pace komputer,negatif,pace:0.6132; panggil:0.5875; komputer:0.5280
ulasan 5054,"hacker itu bisa jadi pesanan, bisa juga gerakan tanpa pemimpin, bisa juga gerakan kesenangan tersendiri bagi mereka , so menurut u bjorka pesenan individu/golongan, atau memang gerakan random?? hayooooo",hacker pesan gera pimpin gera senang sendiri sok lu bjorka sen individugolongan gera random hayooooo,negatif,gera:0.6994; individugolongan:0.2709; sendiri:0.2587; hayooooo:0.2587; sen:0.2587; random:0.2224; pimpin:0.2082; pesan:0.2000; senang:0.1986; sok:0.1624
ulasan 5055,KPU berengsek banget,kpu berengsek banget,netral,berengsek:0.7441; kpu:0.5718; banget:0.3455
ulasan 5056,Hahahaha😂,hahahaha,netral,hahahaha:1.0000
ulasan 5057,"Kasus Gama udah jelasin secara keseluruhan bagaimana pola pikir kepolisian. Gaperlu lagi ada penjelasan lain. Kalau yg diatas secara sadar dan gatau malu merekayasa suatu kasus, udh dipastikan pola pikir rekrutan mereka sedari muda ya di bikin gajauh beda, orang yg ngedidik juga senior2nya yg kelakuannya wadidaw.",gama jelasin pola pikir polisi gaperlu jelas atas sadar tau malu rekayasa pola pikir rekrut dar muda ya bikin gajauh beda orang ngedidik senior laku wadidaw,negatif,pola:0.4032; pikir:0.3062; gajauh:0.2456; ngedidik:0.2456; wadidaw:0.2456; gaperlu:0.2345; gama:0.2345; jelasin:0.2267; senior:0.2156; jelas:0.2114
ulasan 5058,Yg aslinya Bjor ded mungkin yasalam 😂,asli bjor ded yasalam,positif,yasalam:0.6457; bjor:0.5959; asli:0.3430; ded:0.3321
ulasan 5059,Regulator sekaligus menjadi pemain? Its mean DPR??,regulator main its mean dpr,netral,mean:0.5284; regulator:0.5045; its:0.4745; dpr:0.3847; main:0.3052
ulasan 5060,Tangkap Bjorka itu hanya pengalihan isu,tangkap bjorka alih isu,negatif,isu:0.6081; alih:0.5985; tangkap:0.4104; bjorka:0.3219
ulasan 5061,"POLISI udah ga dipercaya gini, bukan berubah malah berulah terus.. Stresss",polisi percaya ubah ulah stresss,netral,stresss:0.6225; ulah:0.5110; ubah:0.4630; percaya:0.3168; polisi:0.1914
ulasan 5062,"SAYA PERNAH DENGAR, ANAK2 AUTIS DI TANGKAP, DI MASUKAN KE DALAM RUANGAN, DAN DIA MASIH BISA HACK, MELALUI REMOT DAN TV DOANG, DI LUAR NALAR KAN 🤷‍♂️🤷‍♂️",dengar anak autis tangkap masuk ruang hack remot tv doang nalar,negatif,remot:0.4016; nalar:0.4016; ruang:0.3777; tv:0.3502; autis:0.3105; dengar:0.2718; doang:0.2522; hack:0.2485; masuk:0.2384; anak:0.1903
ulasan 5063,"Itu artinya masih banyak orang yg belum sepenuhnya percaya dg pemerintah baik dlm segi sistem programmer maupun sistem pemerintah itu sendiri. Dibuktikan dg pemerintah ga hadir/support/tidak menghargai kemampuan intelektual anak bangsa.

Akhirnya muncullah bibit bjorka-bjorka lain yg berwajah dua trs nyaman didunia blackhead krn mungkin mereka melihat disekitaran hidupnya (reallife) masih banyak yg susah mencari penghidupan yg layak/sadar bahwa mencari pekerjaan direallife sangat susah.

Terus jalan pintasnya mencari jadi diri/pengakuan diri dg unjuk gigi didunia hacking & mereka akhirnya semakin belok serta memilih dapetin uang dg cara kotor krn mudah",orang sepenuh percaya perintah segi sistem programmer sistem perintah bukti perintah hadirsupporttidak harga mampu intelektual anak bangsa muncul bibit bjorkabjorka wajah nyaman dunia blackhead sekitar hidup reallife susah cari hidup layaksadar cari kerja direallife susah jalan pintas cari diripengakuan unjuk gigi dunia hacking belok pilih uang kotor mudah,negatif,cari:0.2585; perintah:0.2416; hidup:0.2384; sistem:0.2100; dunia:0.2027; susah:0.2018; hadirsupporttidak:0.1724; intelektual:0.1724; bibit:0.1724; bjorkabjorka:0.1724
ulasan 5064,apakah karena Parcok kebanyakan lulusan SMA?,parcok banyak lulus,positif,banyak:0.5879; parcok:0.5794; lulus:0.5645
ulasan 5065,"Polisi wakandah : pokoknya yg kami tangkep bjorka, bukan kadal. Tolonglah rakyat wakandah, para jendral lg kami kadalin ini. Pura² ga tau aja apa susahnya",polisi wakandah pokok tangkap bjorka kadal tolong rakyat wakandah jenderal kadalin pura tau susah,negatif,wakandah:0.6835; jenderal:0.2845; kadal:0.2769; pura:0.2705; pokok:0.2541; kadalin:0.2488; tolong:0.2099; susah:0.2000; rakyat:0.1804; tau:0.1516
ulasan 5066,"Pengalihan isu apa lagi ini ? 
Tiba"" kok BJORKA di tangkap.🫣",alih isu bjorka tangkap,negatif,isu:0.6081; alih:0.5985; tangkap:0.4104; bjorka:0.3219
ulasan 5067,5:32 tanpa bertanya kayaknya masayarakat dah pada tahu jawabannya dah tentang kinerja isolop,kayak masayarakat deh jawab deh kerja isolop,netral,deh:0.5234; masayarakat:0.4965; isolop:0.4582; jawab:0.4076; kayak:0.2277; kerja:0.2271
ulasan 5068,"Berarti yg ditangkap polisi byorka kw 😄😄😄
Gmn kinerja polisi bisa baik jika kemampua  menangkap penjahatspyi ini... 😄😄😄",tangkap polisi byorka kau kerja polisi kemampua tangkap penjahatspyi,negatif,kemampua:0.5019; penjahatspyi:0.5019; tangkap:0.3651; kau:0.3545; polisi:0.3087; byorka:0.2987; kerja:0.2296
ulasan 5069,"Kenapa polisi bilang yg di tangkap itu bjiorka 
Yaaa biar terkesan polisu hebat laaahh 
Biar masyarakat tidak menuntut kepolisian atau sistem keamanan ... masa bgtu aja lo nanya om",polisi bilang tangkap bjiorka ya biar kes polisu hebat laaahh biar masyarakat tuntut polisi sistem aman lo om,negatif,polisu:0.3543; laaahh:0.3543; biar:0.3516; bjiorka:0.2997; kes:0.2950; tuntut:0.2655; lo:0.2382; polisi:0.2179; sistem:0.2158; hebat:0.2119
ulasan 5070,"Gua bisikin ya pak . Tngakap bandar judol biar di apresiasi sama BJORKA.
😂😂😂😂",gua bisikin ya tngakap bandar judol biar apresiasi bjorka,negatif,bisikin:0.4946; tngakap:0.4946; apresiasi:0.4118; bandar:0.2965; gua:0.2656; judol:0.2469; biar:0.2454; ya:0.2042; bjorka:0.1411
ulasan 5071,anak ByRoe pasti ngakak niee hahahha,anak byroe akak niee hahahha,negatif,byroe:0.5376; niee:0.5376; hahahha:0.4961; akak:0.3415; anak:0.2432
ulasan 5072,"solusinya bikin aplikasi sendiri,
negara buat apkikasi sendiri buat warganya mirip kaya wechat gitu,lebih aman harusnya",solusi bikin aplikasi negara apkikasi warga kayak wechat gitulebih aman,negatif,apkikasi:0.4269; gitulebih:0.4269; wechat:0.4076; solusi:0.3504; warga:0.2923; aplikasi:0.2703; aman:0.2401; bikin:0.2205; negara:0.2088; kayak:0.1958
ulasan 5073,"Siapapun yg baca komentar ini,, saya butuh kerja  saya udah bingung mau ngasih makan apa ke anak istri 😢",baca komentar butuh kerja bingung asih makan anak istri,negatif,istri:0.4310; asih:0.3754; bingung:0.3725; komentar:0.3518; baca:0.3353; makan:0.3325; butuh:0.2899; kerja:0.2291; anak:0.2266
ulasan 5074,gua pengguna wa mod.wkwkwk,gua guna wa modwkwkwk,netral,modwkwkwk:0.6921; guna:0.4396; wa:0.4354; gua:0.3717
ulasan 5075,Ini di sebut pak pol komedian bikin lucu..bojorka hacker yg sulit di lacak,pol komedian bikin lucubojorka hacker sulit lacak,negatif,lucubojorka:0.5094; komedian:0.4864; lacak:0.3788; sulit:0.3709; pol:0.3424; bikin:0.2631; hacker:0.1906
ulasan 5076,Inilah salah satu tokoh di acara akbar lalu,salah tokoh acara akbar,negatif,tokoh:0.5903; akbar:0.5903; acara:0.4845; salah:0.2615
ulasan 5077,Lagi mabok di ajak podcast,mabok ajak podcast,netral,mabok:0.6834; ajak:0.5903; podcast:0.4296
ulasan 5078,Gw kasih tau om paling aman chatting di MIRC 😂😂😂😂,gue kasih tau om aman chatting mirc,negatif,mirc:0.5270; chatting:0.5270; kasih:0.3514; aman:0.3376; gue:0.2671; tau:0.2664; om:0.2545
ulasan 5079,teguh ethical hacker kan,teguh ethical hacker,netral,ethical:0.7849; teguh:0.5132; hacker:0.3473
ulasan 5080,Om Dedi terlalu banyak motong narasumber,om dedi motong narasumber,netral,motong:0.6577; narasumber:0.4982; dedi:0.4837; om:0.2919
ulasan 5081,"Kalo mau undang narsum yang  so called hacker lah, white hacker lah, sekalian rainbow hacker lah coba sekali2 suruh praktekin dia bisa apa.
Banyak yang dipuja2 cem dewa.ternyata cuma script kiddies. Bacot doang.
Anak sastra ternyata",kalo undang narsum sok called hacker white hacker rainbow hacker coba suruh praktik puja dewaternyata script kiddies bacot doang anak sastra,positif,hacker:0.3130; called:0.2788; rainbow:0.2788; puja:0.2788; dewaternyata:0.2788; sastra:0.2788; praktik:0.2662; bacot:0.2573; kiddies:0.2573; narsum:0.2288
ulasan 5082,Pengalihan asyuuu,alih asyuuu,netral,asyuuu:0.8834; alih:0.4685
ulasan 5083,"pemerintah harus sadar di cybersecurity secara berkelanjutan, yang namanya pencari celah selalu mencari celah .........",perintah sadar cybersecurity lanjut nama cari celah cari celah,negatif,celah:0.6164; cari:0.4258; cybersecurity:0.3932; lanjut:0.3411; sadar:0.2817; nama:0.2210; perintah:0.1990
ulasan 5084,lhaa suaranya kan jelas ini...,lhaa suara,netral,lhaa:0.8494; suara:0.5278
ulasan 5085,MEMALUKAN HAHAHA,malu hahaha,netral,hahaha:0.8043; malu:0.5943
ulasan 5086,"keluarga q ada yg kena penipuan, yg transfer dulu, modusnya dapet hadiah senilai 100jt tapi dia transfer ke bibi q 50jt untuk menebus nya di cusuruh cari lagi 50jt biar bisa mengbil hadiah nya di bandara nantibtranfer ulang lagi 100jt, tapi alhamdulilah nya dia cerita , dan di sadarkan, untuk apa cari yg belum keliatan , ambil saja yg 50jt nya , tanpa nyari sisanya, lumayan kan 50jt 😊",keluarga ku kena tipu transfer modus hadiah nila juta transfer bibi ku juta tebus nya cusuruh cari juta biar mengbil hadiah nya bandara nantibtranfer ulang juta alhamdulilah nya cerita sadar cari ambil juta nya cari sisa lumayan juta,positif,juta:0.5995; hadiah:0.2843; transfer:0.2636; cari:0.2374; nya:0.2361; ku:0.2168; bibi:0.1583; cusuruh:0.1583; mengbil:0.1583; nantibtranfer:0.1583
ulasan 5087,"Sepinter itu masyarakat indo tu aslinya, cm emg pemerintahnya aja sih ngga bener kerjanya",sepinter masyarakat indonesia asli perintah sih kerja,positif,sepinter:0.6483; masyarakat:0.3795; asli:0.3444; perintah:0.3029; kerja:0.2965; sih:0.2662; indonesia:0.2580
ulasan 5088,"46:15 hal semacam itu gak butuh hacker... Hanya dianya aja yang bodoh...

Ini untuk siapa mas kira kira",butuh hacker dia bodoh mas,negatif,dia:0.6202; bodoh:0.4283; butuh:0.4245; mas:0.4200; hacker:0.2744
ulasan 5089,Jangan sampai sisalah tangkap nyampè disetrum suruh ngaku bjorka asli,sisa tangkap nyamp setrum suruh aku bjorka asli,negatif,nyamp:0.4979; setrum:0.4979; sisa:0.4471; suruh:0.3058; aku:0.2963; asli:0.2645; tangkap:0.1811; bjorka:0.1420
ulasan 5090,Undang pak onno w purbo,undang onno gue purbo,positif,purbo:0.6009; onno:0.5943; undang:0.4174; gue:0.3340
ulasan 5091,"Pemerintah: Bjorka tertangkap
 Bjorka: Typing...",perintah bjorka tangkap bjorka typing,negatif,typing:0.7376; bjorka:0.4685; perintah:0.3837; tangkap:0.2987
ulasan 5092,GOKIL .... NGAPAIN JUGA BRITA BJORKA DI ANGKAT LAGI ... KOCAK,gila kapai berita bjorka angkat kocak,negatif,angkat:0.4724; kapai:0.4696; gila:0.4642; kocak:0.4072; berita:0.3740; bjorka:0.1875
ulasan 5093,46:08 fufv faf4😅,fufv faf,netral,fufv:0.7071; faf:0.7071
ulasan 5094,"Enkripsi aja udah ga aman krn emang ada berbagai jenis protect malware, lah.. ini.. konoha""🤣",enkripsi aman jenis protect malware konoha,netral,protect:0.4981; malware:0.4756; jenis:0.4473; enkripsi:0.4147; aman:0.2801; konoha:0.2740
ulasan 5095,Mas cahyadi 😂 lagi ngomong lorem ipsum😂😂,mas cahyadi omong lorem ipsum,negatif,cahyadi:0.5222; lorem:0.5047; ipsum:0.5047; omong:0.3462; mas:0.3132
ulasan 5096,Keren orang ini.. pengen deh ketemu😢. Bang temuin gua bang pengen jadi hecker gua.,keren orang pengin deh ketemu bang temuin gua bang pengin hecker gua,negatif,pengin:0.4815; gua:0.4162; bang:0.3922; temuin:0.3875; ketemu:0.3067; hecker:0.2693; keren:0.2478; deh:0.2042; orang:0.1458
ulasan 5097,"Dedy berusaha mengungkap Teguh yang sebenarnya dengan pertanyaan2 menjebak yang dia lontarkan 😂 
Hacker punya banyak muka om jangan nyari tau di ruang publik 😂",dedy usaha ungkap teguh jebak lontar hacker muka om cari tau ruang publik,negatif,lontar:0.3943; ruang:0.3708; jebak:0.3173; ungkap:0.3146; publik:0.3049; muka:0.2855; usaha:0.2827; dedy:0.2650; teguh:0.2283; cari:0.2064
ulasan 5098,Tangkep akun fufufafa ajalah,tangkap akun fufufafa aja,netral,aja:0.7518; akun:0.4296; fufufafa:0.4188; tangkap:0.2734
ulasan 5099,"Sy rakyat biasa aja BS menilai sp yg ditangkap kmrn paling anak punk yg dikorbankan/dikasih duit,ee trnyata org2 jg berpikiran bgtu...ada aja kbhngn apart",rakyat nilai sapa tangkap kemarin anak punk dikorbankandikasih duitee orang pikir bgtuada kbhngn apart,negatif,dikorbankandikasih:0.3493; duitee:0.3493; bgtuada:0.3493; kbhngn:0.3493; apart:0.3493; sapa:0.2867; nilai:0.2737; kemarin:0.2184; pikir:0.2177; punk:0.2128
ulasan 5100,polisi dengan PD bilang nangkap BYORKA,polisi bilang nangkap byorka,netral,byorka:0.5980; bilang:0.5598; nangkap:0.4833; polisi:0.3090
ulasan 5101,Undang Haris boo om Deddy. Dia hacker ome TV dan komunikasi di luar negeri.,undang haris boo om deddy hacker ome tv komunikasi negeri,positif,haris:0.4160; boo:0.4160; ome:0.4160; tv:0.3464; komunikasi:0.3371; deddy:0.2698; negeri:0.2562; undang:0.2313; om:0.1763; hacker:0.1557
ulasan 5102,Click bait 😢,click bait,negatif,click:0.7071; bait:0.7071
ulasan 5103,"ada baiknya soal hacker tidak muncul dipublik, walau white hacker..",baik hacker muncul publik white hacker,netral,hacker:0.4722; white:0.4693; publik:0.4658; baik:0.4280; muncul:0.3957
ulasan 5104,kayaknya udah lama gak bahas tentang alien..😁,kayak bahas alien,netral,alien:0.7914; bahas:0.4918; kayak:0.3630
ulasan 5105,Good lah bjorka data koruptor donk kluarin biar di tangkepin,good bjorka data koruptor kluarin biar tangkepin,netral,kluarin:0.5426; good:0.4669; tangkepin:0.4588; koruptor:0.3333; biar:0.2692; data:0.2639; bjorka:0.1548
ulasan 5106,"amerika punya snowden, indonesia punya bjorka",amerika snowden indonesia bjorka,netral,snowden:0.6866; amerika:0.6292; indonesia:0.2960; bjorka:0.2122
ulasan 5107,"halo unit atau cabang cyber TNI yang kemarin jendral jendral atau mengenai cyber ini, komennya mana ya? salah undang nih om ded, ini kan keamanan data negara, kenapa yang di undang swasta?",halo unit cabang cyber tni kemarin jenderal jenderal cyber komennya ya salah undang nih om ded aman data negara undang swasta,positif,jenderal:0.4802; undang:0.3207; cyber:0.3009; cabang:0.2884; komennya:0.2884; unit:0.2661; halo:0.2401; swasta:0.2216; tni:0.2100; kemarin:0.1803
ulasan 5108,"susah banget cari podcast an isinya mas teguh ini, akhirnya muncul lagi di ctd mantap",susah banget cari podcast an isi mas teguh muncul ctd mantap,netral,ctd:0.4334; mantap:0.3390; an:0.3166; isi:0.3087; muncul:0.3027; susah:0.2825; mas:0.2764; podcast:0.2725; teguh:0.2669; cari:0.2412
ulasan 5109,"Di negeri konoha itu ga butuh org pinter, di konoha itu yg penting punya sifat Culas, pandai menjilat dan ga punya malu baru bisa sukses. Itulah kenapa setiap ada org yg punya potensi kecerdasan lebih dari org lain, Negeri Konoha ga peduli dgn itu",negeri konoha butuh orang pintar konoha sifat culas pandai jilat malu sukses orang potensi cerdas orang negeri konoha peduli,netral,konoha:0.4762; negeri:0.3555; orang:0.3257; culas:0.2756; sifat:0.2533; pandai:0.2484; jilat:0.2441; sukses:0.2441; potensi:0.2403; peduli:0.2261
ulasan 5110,"A : jadi menurut lu polisi nya terlalu pede ?
B : ya..ga tau yaa..mungkin ga ada prestasi slama ini..mungkin butuh yaa 🙄🤔*'-;,?.! 😂😂😂😂",a lu polisi nya percaya b yaga tau yaamungkin prestasi inimungkin butuh ya,netral,yaga:0.4590; yaamungkin:0.4590; inimungkin:0.4383; prestasi:0.2693; butuh:0.2657; lu:0.2498; percaya:0.2335; tau:0.2037; ya:0.1895; nya:0.1711
ulasan 5111,Ini sih si mas mas gondrong,sih sih mas mas gondrong,netral,mas:0.7046; sih:0.5051; gondrong:0.4985
ulasan 5112,Lawaaakkkkkk lawaakkkkk lawakkkkk,lawaaakkkkkk lawaakkkkk lawakkkkk,netral,lawaaakkkkkk:0.5860; lawaakkkkk:0.5860; lawakkkkk:0.5596
ulasan 5113,Salahin tuh institusi yg ga becus,salah tuh institusi becus,negatif,becus:0.6074; institusi:0.5331; tuh:0.4529; salah:0.3766
ulasan 5114,polisi bombai🤣🤣🤣,polisi bombai,netral,bombai:0.9558; polisi:0.2939
ulasan 5115,"kayak gaya sekali dedy ngeledek polisi ,lu itu liat tni cybernyq lebih gk kerja jangan sok lagu",kayak gaya dedy ngeledek polisi lu lihat tni cybernyq kerja sok lagu,positif,cybernyq:0.4258; ngeledek:0.4066; lagu:0.3409; gaya:0.3144; tni:0.3101; dedy:0.2732; sok:0.2553; lihat:0.2355; lu:0.2318; kayak:0.1953
ulasan 5116,"Terus saran saya buat om ded biar komunikasi dan lain2nya aman melalui laptop atau device itu pastikan
1. Matikan data / wifi ketika device itu ngga di pake
2. Selalu gunain private access mungkin gampangannya semacam VPN (dengan catatan pake yang dedicated alias ngehost server sendiri, bukan seperti nordvpn dll ya)
3. Install log detector di private access itu jadi kalo ada network yang mencurigakan bisa dapet notice langsung
4. Jangan pernah pake password yang sama buat semua akun (simpen password jangan pake pihak ke 3, bikin sistemnya aja di server sendiri)
5. Jangan pernah gunain nama asli di internet, pake nama fiktif aja (kecuali buat legal aggrement)",saran om ded biar komunikasi aman laptop device pasti mati data wifi device pakai gunain private access gampang vpn catat pakai dedicated alias ngehost server nordvpn dll ya install log detector private access kalo network curiga notice langsung pakai password akun simpan password pakai bikin sistem server gunain nama asli internet pakai nama fiktif kecuali legal aggrement,positif,pakai:0.3477; access:0.2888; private:0.2666; gunain:0.2594; password:0.2443; device:0.2371; server:0.2040; nama:0.1498; dedicated:0.1444; ngehost:0.1444
ulasan 5117,dulu kan ada Xnuxer ngacak2 KPU ganti2 nama partai,xnuxer ngacak kpu ganti nama partai,netral,xnuxer:0.5117; ngacak:0.4722; partai:0.4260; kpu:0.3933; ganti:0.3295; nama:0.2654
ulasan 5118,29:22 GOBLOK WKWK,goblok wkwk,negatif,goblok:0.7619; wkwk:0.6477
ulasan 5119,Akun bjorka = anda bjorka,akun bjorka bjorka,netral,akun:0.7077; bjorka:0.7065
ulasan 5120,"2 kata lucu
BJORKA KETANGKAP 🤣🤣🤣🤣",lucu bjorka tangkap,negatif,lucu:0.7639; tangkap:0.5078; bjorka:0.3983
ulasan 5121,Om coba undang gibran dong😂,om coba undang gibran,positif,gibran:0.7060; coba:0.4465; undang:0.4371; om:0.3332
ulasan 5122,Anak indo tu aslinya banyak yg jenius gak cuma di it kimia math dkk  tapi sayangnya wadahnya g bs nampung😂 makanya pilih jual ke luar negeri. Buat apa disini soalnya kalimat ini mendarah daging “kamu anak muda tau apa”,anak indonesia asli jenius kimia math dkk sayang wadah nampung pilih jual negeri kalimat darah daging anak muda tau,negatif,kimia:0.2995; math:0.2995; nampung:0.2860; dkk:0.2764; darah:0.2764; anak:0.2710; wadah:0.2533; kalimat:0.2533; jenius:0.2427; sayang:0.2302
ulasan 5123,"Hacker, dalam melakukan aksinya, menggunakan Shadow IP minimal 5 negara wkwkwk... POLRI ajak deh IT-IT perusahaan Fintech untuk bantu POLRI...mereka semua handal2 dan jg punya Hacker2 God Level untuk jaga System serta punya bug bounty Community. Lha di Indonesia perusahaan2 Fintech malah ditekan dengan banyak regulasi... jika Indonesia mau maju, semua pemerintah bantu tuh perusahan2 FINTECH asli Indonesia... Hacker2 Indonesia itu masih sangat baik, walaupun black hacker, mereka jarang mau nyerang Bisnis dan system di Indonesia, bahkan secara tidak langsung mereka malah menjaga, jika ada hacker luar yg mau hantam system di Indonesia, pasti mereka akan diserang God A Indonesia... Dan bisa bayangkan jika hacker Indonesia demo... kebayang kayak apa chaos-nya. Dan ingat, hacker tidak pernah komen di suatu konten...jadi disini yang komen termasuk saya, saya jamin bukan hacker wkwk",hacker aksi shadow ip minimal negara wkwkwk polri ajak deh itit usaha fintech bantu polrimereka handal hacker god level jaga system bug bounty community indonesia usaha fintech tekan regulasi indonesia maju perintah bantu tuh usah fintech asli indonesia hacker indonesia black hacker jarang serang bisnis system indonesia langsung jaga hacker hantam system indonesia serang god a indonesia bayang hacker indonesia demo bayang kayak chaosnya hacker komen kontenjadi komen jamin hacker wkwk,netral,indonesia:0.3830; fintech:0.3609; hacker:0.3602; system:0.2508; god:0.2406; jaga:0.1803; bayang:0.1752; serang:0.1741; usaha:0.1647; komen:0.1632
